timestamp,energy_required_kwh,generation_solar_kwh,generation_wind_kwh,generation_hydro_kwh,total_generated_kwh,source_solar_kwh,source_wind_kwh,source_hydro_kwh,source_coal_kwh,rate_solar_inr,rate_wind_inr,rate_hydro_inr,rate_coal_inr,total_cost_inr,average_unit_price_inr,grid_provider
2025-01-01 03:30:00,461.75,0.0,43.42,120.81,164.23,0.0,43.42,120.81,297.52,2.35,3.23,5.21,5.5,2406.03,5.21,CESC
2025-01-01 03:45:00,485.73,0.0,55.36,123.13,178.49,0.0,55.36,123.13,307.24,2.15,3.09,4.96,5.23,2388.65,4.92,Tata Power
2025-01-01 04:00:00,510.95,98.22,33.62,119.43,153.05,98.22,33.62,119.43,357.9,2.42,3.29,5.1,4.63,2376.78,4.65,Adani Power
2025-01-01 04:15:00,510.21,0.0,68.33,116.84,185.17,0.0,68.33,116.84,325.04,2.1,3.28,4.97,4.81,2368.26,4.64,Torrent Power
2025-01-01 04:30:00,487.06,150.0,22.37,122.99,145.36,150.0,22.37,122.99,341.7,2.1,3.05,4.99,5.43,2537.38,5.21,Torrent Power
2025-01-01 04:45:00,454.58,0.0,38.14,120.91,159.05,0.0,38.14,120.91,295.53,2.12,3.23,5.12,5.21,2281.96,5.02,CESC
2025-01-01 05:00:00,535.47,0.0,58.23,122.0,180.23,0.0,58.23,122.0,355.24,2.47,3.04,5.23,4.83,2530.89,4.73,Adani Power
2025-01-01 05:15:00,505.36,0.0,85.25,124.4,209.65,0.0,85.25,124.4,295.71,2.19,3.23,5.2,5.13,2439.23,4.83,Torrent Power
2025-01-01 05:30:00,518.01,0.0,38.38,126.96,165.34,0.0,38.38,126.96,352.67,2.04,3.23,5.47,5.41,2726.38,5.26,Torrent Power
2025-01-01 05:45:00,480.96,0.0,58.34,120.28,178.62,0.0,58.34,120.28,302.34,2.21,3.3,5.34,5.33,2446.29,5.09,Torrent Power
2025-01-01 06:00:00,487.21,0.0,55.21,127.06,182.27,0.0,55.21,127.06,304.94,2.22,3.06,4.58,5.27,2357.91,4.84,Adani Power
2025-01-01 06:15:00,499.68,15.56,77.63,124.06,217.25,15.56,77.63,124.06,282.43,2.4,3.13,5.37,4.81,2305.02,4.61,Torrent Power
2025-01-01 06:30:00,475.9,32.44,44.71,127.79,204.94,32.44,44.71,127.79,270.96,2.25,3.06,4.84,4.95,2169.56,4.56,State DISCOM
2025-01-01 06:45:00,509.12,50.59,49.39,123.12,223.1,50.59,49.39,123.12,286.02,2.47,3.3,5.21,4.61,2247.95,4.42,CESC
2025-01-01 07:00:00,507.0,61.83,25.86,125.54,213.23,61.83,25.86,125.54,293.77,2.32,3.28,5.21,5.21,2412.87,4.76,State DISCOM
2025-01-01 07:15:00,510.26,75.81,32.37,116.77,224.95,75.81,32.37,116.77,285.31,2.47,3.03,4.61,5.3,2335.78,4.58,Adani Power
2025-01-01 07:30:00,499.26,93.59,51.76,117.01,262.36,93.59,51.76,117.01,236.9,2.34,3.0,5.47,4.74,2137.23,4.28,Tata Power
2025-01-01 07:45:00,567.48,108.12,47.79,117.35,273.26,108.12,47.79,117.35,294.22,2.46,3.23,4.84,5.25,2532.97,4.46,CESC
2025-01-01 08:00:00,459.89,119.18,41.87,126.91,287.96,119.18,41.87,126.91,171.93,2.05,3.0,5.45,5.21,1957.34,4.26,Tata Power
2025-01-01 08:15:00,471.94,139.16,55.73,118.37,313.26,139.16,55.73,118.37,158.68,2.05,3.05,4.99,4.65,1783.78,3.78,CESC
2025-01-01 08:30:00,516.28,150.66,31.12,118.68,300.46,150.66,31.12,118.68,215.82,2.17,3.26,4.88,5.14,2116.86,4.1,CESC
2025-01-01 08:45:00,465.5,170.49,55.65,117.06,343.2,170.49,55.65,117.06,122.3,2.27,3.02,4.58,4.88,1688.03,3.63,State DISCOM
2025-01-01 09:00:00,490.23,175.6,27.6,126.88,330.08,175.6,27.6,126.88,160.15,2.44,3.19,5.45,4.87,1987.93,4.06,Torrent Power
2025-01-01 09:15:00,435.05,198.43,44.39,117.36,360.18,198.43,44.39,117.36,74.87,2.41,3.29,4.79,5.16,1572.74,3.62,Adani Power
2025-01-01 09:30:00,468.77,205.72,22.18,124.61,352.51,205.72,22.18,124.61,116.26,2.25,3.02,5.1,5.03,1750.15,3.73,Torrent Power
2025-01-01 09:45:00,517.35,209.88,45.55,120.67,376.1,209.88,45.55,120.67,141.25,2.44,3.26,4.81,5.45,2010.84,3.89,Tata Power
2025-01-01 10:00:00,526.38,220.92,64.27,119.85,405.04,220.92,64.27,119.85,121.34,2.09,3.14,4.92,4.63,1815.0,3.45,Torrent Power
2025-01-01 10:15:00,492.15,237.29,43.82,126.34,407.45,237.29,43.82,126.34,84.7,2.28,3.08,4.57,4.68,1649.76,3.35,CESC
2025-01-01 10:30:00,500.99,243.22,35.75,120.69,399.66,243.22,35.75,120.69,101.33,2.08,3.24,4.58,5.5,1731.8,3.46,Tata Power
2025-01-01 10:45:00,514.34,247.5,24.11,116.63,388.24,247.5,24.11,116.63,126.1,2.49,3.23,4.55,5.34,1898.19,3.69,Adani Power
2025-01-01 11:00:00,447.63,243.5,37.39,118.79,399.68,243.5,37.39,118.79,47.95,2.36,3.07,4.77,4.99,1495.35,3.34,Torrent Power
2025-01-01 11:15:00,483.22,252.48,67.46,121.49,441.43,252.48,67.46,121.49,41.79,2.34,3.26,5.02,4.86,1623.7,3.36,CESC
2025-01-01 11:30:00,495.08,267.05,39.07,117.62,423.74,267.05,39.07,117.62,71.34,2.47,3.1,5.18,5.45,1778.81,3.59,Adani Power
2025-01-01 11:45:00,521.29,266.12,27.4,117.59,411.11,266.12,27.4,117.59,110.18,2.09,3.07,5.14,5.01,1796.72,3.45,Tata Power
2025-01-01 12:00:00,519.63,277.76,70.8,118.86,467.42,277.76,70.8,118.86,52.21,2.31,3.17,4.93,4.7,1697.43,3.27,State DISCOM
2025-01-01 12:15:00,442.27,276.95,76.15,122.91,476.01,257.32,70.75,114.2,0.0,2.04,3.02,4.57,4.62,1260.49,2.85,Self
2025-01-01 12:30:00,491.39,264.93,81.08,124.97,470.98,264.93,81.08,124.97,20.41,2.23,3.25,5.04,4.9,1584.16,3.22,Torrent Power
2025-01-01 12:45:00,502.53,260.7,45.63,124.4,430.73,260.7,45.63,124.4,71.8,2.18,3.15,5.22,,1726.17,3.43,Adani Power
2025-01-01 13:00:00,460.93,254.54,47.9,116.35,418.79,254.54,47.9,116.35,42.14,2.34,3.24,4.61,4.75,1487.36,3.23,Torrent Power
2025-01-01 13:15:00,524.41,260.05,34.43,121.78,416.26,260.05,34.43,121.78,108.15,2.19,3.1,4.76,5.34,1833.44,3.5,Torrent Power
2025-01-01 13:30:00,527.37,251.76,36.23,121.65,409.64,251.76,36.23,121.65,117.73,2.02,3.27,5.06,4.9,1819.45,3.45,State DISCOM
2025-01-01 13:45:00,529.75,241.92,45.45,119.04,406.41,241.92,45.45,119.04,123.34,2.09,3.24,4.81,4.88,1827.35,3.45,Torrent Power
2025-01-01 14:00:00,476.18,240.12,25.84,123.59,389.55,240.12,25.84,123.59,86.63,2.33,3.14,5.06,5.36,1730.32,3.63,CESC
2025-01-01 14:15:00,501.46,242.25,83.14,119.45,444.84,242.25,83.14,119.45,56.62,2.25,3.19,5.14,4.9,1701.69,3.39,Tata Power
2025-01-01 14:30:00,489.04,246.16,54.78,128.41,429.35,246.16,54.78,128.41,59.69,2.49,3.14,4.68,4.86,1676.0,3.43,State DISCOM
2025-01-01 14:45:00,513.29,224.17,15.32,124.8,364.29,224.17,15.32,124.8,149.0,2.02,3.18,5.18,4.97,1888.54,3.68,State DISCOM
2025-01-01 15:00:00,490.96,218.35,31.89,127.52,377.76,218.35,31.89,127.52,113.2,2.5,3.18,5.21,4.99,1876.53,3.82,Tata Power
2025-01-01 15:15:00,482.81,207.59,34.24,117.02,358.85,207.59,34.24,117.02,123.96,2.02,3.24,4.86,5.19,1742.34,3.61,CESC
2025-01-01 15:30:00,481.14,197.08,8.31,120.96,326.35,197.08,8.31,120.96,154.79,2.03,3.19,5.49,5.2,1895.56,3.94,Torrent Power
2025-01-01 15:45:00,458.91,193.2,91.39,117.31,401.9,193.2,91.39,117.31,57.01,2.21,3.09,4.91,5.11,1576.68,3.44,Tata Power
2025-01-01 16:00:00,520.28,177.15,33.11,124.04,334.3,177.15,33.11,124.04,185.98,2.14,3.23,4.7,5.0,1998.93,3.84,State DISCOM
2025-01-01 16:15:00,553.25,163.06,15.97,118.11,297.14,163.06,15.97,118.11,256.11,2.22,3.23,5.41,5.05,2345.91,4.24,State DISCOM
2025-01-01 16:30:00,479.71,158.74,69.43,119.79,347.96,158.74,69.43,119.79,131.75,2.02,3.17,5.19,5.26,1855.46,3.87,Torrent Power
2025-01-01 16:45:00,519.73,134.86,21.93,122.5,279.29,134.86,21.93,122.5,240.44,2.35,3.0,5.45,4.78,2199.64,4.23,Tata Power
2025-01-01 17:00:00,482.96,128.42,42.39,127.9,298.71,128.42,42.39,127.9,184.25,2.2,3.08,4.69,5.4,2007.89,4.16,CESC
2025-01-01 17:15:00,474.6,109.74,37.69,127.81,275.24,109.74,37.69,127.81,199.36,2.36,3.01,4.8,5.27,4073.1,4.29,Tata Power
2025-01-01 17:30:00,517.76,94.09,18.94,122.24,235.27,94.09,18.94,122.24,282.49,2.21,3.05,4.88,4.66,2178.64,4.21,State DISCOM
2025-01-01 17:45:00,524.3,75.77,13.23,121.06,210.06,75.77,13.23,121.06,314.24,2.23,3.08,4.58,5.06,2354.22,4.49,State DISCOM
2025-01-01 18:00:00,510.42,66.3,32.5,120.43,219.23,66.3,32.5,120.43,291.19,2.83,3.35,5.25,5.54,254.195,4.98,State DISCOM
2025-01-01 18:15:00,536.63,46.96,37.43,128.04,212.43,46.96,37.43,128.04,324.2,2.72,3.38,5.02,5.77,2767.64,5.16,State DISCOM
2025-01-01 18:30:00,446.64,32.79,58.69,125.41,216.89,32.79,58.69,125.41,229.75,2.46,3.56,5.03,5.46,2174.85,4.87,State DISCOM
2025-01-01 18:45:00,501.0,16.75,57.22,123.11,197.08,16.75,57.22,123.11,643.58,2.78,3.5,5.71,5.89,2739.88,5.47,State DISCOM
2025-01-01 19:00:00,512.02,0.0,42.83,117.43,160.26,0.0,42.83,117.43,351.76,2.81,3.56,5.79,5.29,2693.2,5.26,CESC
2025-01-01 19:15:00,498.58,0.0,29.02,118.12,147.14,0.0,29.02,118.12,351.44,2.86,3.49,5.8,5.67,2779.04,5.57,CESC
2025-01-01 19:30:00,478.91,0.0,66.08,126.78,192.86,0.0,66.08,126.78,286.05,2.87,3.56,5.19,5.54,2477.95,5.17,State DISCOM
2025-01-01 19:45:00,445.78,0.0,52.68,128.08,180.76,0.0,52.68,128.08,265.02,2.73,3.45,5.07,5.43,2270.17,5.09,CESC
2025-01-01 20:00:00,454.07,0.0,36.86,126.21,163.07,0.0,36.86,126.21,291.0,2.44,3.42,5.19,5.67,2431.06,5.35,Adani Power
2025-01-01 20:15:00,486.66,0.0,68.87,121.56,190.43,0.0,68.87,121.56,296.23,2.66,3.46,5.55,5.81,2634.04,5.41,Tata Power
2025-01-01 20:30:00,524.86,0.0,64.0,119.25,183.25,0.0,64.0,119.25,341.61,2.71,3.39,5.41,5.28,2665.8,5.08,Torrent Power
2025-01-01 20:45:00,473.8,0.0,2.66,117.95,120.61,0.0,2.66,117.95,353.19,2.88,3.49,5.31,5.62,2620.53,5.53,State DISCOM
2025-01-01 21:00:00,471.36,0.0,68.66,118.14,186.8,0.0,68.66,118.14,284.56,2.75,3.44,5.24,5.35,2377.64,5.04,CESC
2025-01-01 21:15:00,510.82,0.0,46.18,120.79,166.97,0.0,46.18,120.79,343.85,2.59,3.56,5.71,5.72,2820.93,5.52,Tata Power
2025-01-01 21:30:00,533.74,0.0,75.58,125.41,200.99,0.0,75.58,125.41,332.75,2.48,3.32,5.86,5.37,2772.7,5.19,Adani Power
2025-01-01 21:45:00,496.15,0.0,60.37,125.1,185.47,0.0,60.37,125.1,310.68,2.56,3.51,5.96,5.44,2647.59,5.34,Adani Power
2025-01-01 22:00:00,501.31,0.0,24.73,121.73,146.46,0.0,24.73,121.73,354.85,2.7,3.36,5.81,,2671.05,5.33,CESC
2025-01-01 22:15:00,528.49,0.0,36.45,120.9,157.35,0.0,36.45,120.9,371.14,2.19,3.23,5.42,5.33,2751.19,5.21,State DISCOM
2025-01-01 22:30:00,511.22,0.0,34.87,121.1,155.97,0.0,34.87,121.1,355.25,2.25,3.27,5.08,4.98,2498.36,4.89,Adani Power
2025-01-01 22:45:00,523.86,0.0,55.88,126.11,181.99,0.0,55.88,126.11,341.87,2.37,3.14,5.49,4.72,2481.43,4.74,Adani Power
2025-01-01 23:00:00,502.43,0.0,46.66,118.01,164.67,0.0,46.66,118.01,337.76,2.38,3.11,5.49,5.41,2620.27,5.22,Adani Power
2025-01-01 23:15:00,504.99,0.0,32.59,117.96,150.55,0.0,32.59,117.96,354.44,2.43,3.16,5.03,4.87,2422.45,4.8,CESC
2025-01-01 23:30:00,473.96,0.0,59.72,117.58,177.3,0.0,59.72,117.58,296.66,2.32,3.25,5.15,5.01,228.589,4.82,Adani Power
2025-01-01 23:45:00,467.9,0.0,52.95,127.49,180.44,0.0,52.95,127.49,287.46,2.14,3.13,4.77,4.72,2130.67,4.55,Torrent Power
2025-01-02 00:00:00,497.64,0.0,61.3,115.81,177.11,0.0,61.3,115.81,320.53,2.09,3.2,4.8,4.8,2290.59,4.6,CESC
2025-01-02 00:15:00,522.51,0.0,58.04,123.31,181.35,0.0,58.04,123.31,341.16,2.42,3.29,4.79,5.44,2637.52,5.05,CESC
2025-01-02 00:30:00,491.4,0.0,50.09,120.86,170.95,0.0,50.09,120.86,320.45,2.32,3.1,5.49,4.93,2398.62,4.88,State DISCOM
2025-01-02 00:45:00,484.03,0.0,25.83,116.56,142.39,0.0,25.83,116.56,341.64,2.2,3.01,4.51,4.97,2301.38,4.75,Tata Power
2025-01-02 01:00:00,487.09,74.16,27.71,120.36,148.07,74.16,27.71,120.36,339.02,2.11,3.18,5.05,5.05,2407.99,4.94,State DISCOM
2025-01-02 01:15:00,495.48,0.0,60.87,118.53,179.4,0.0,60.87,118.53,316.08,2.1,3.02,4.94,5.2,2412.98,4.87,Tata Power
2025-01-02 01:30:00,524.82,0.0,66.6,120.54,187.14,0.0,66.6,120.54,337.68,2.27,3.26,4.57,4.86,2409.11,4.59,Torrent Power
2025-01-02 01:45:00,471.02,91.51,44.25,125.89,170.14,91.51,44.25,125.89,300.88,2.17,3.1,5.18,5.04,2305.72,4.9,Torrent Power
2025-01-02 02:00:00,488.99,0.0,92.05,117.4,209.45,0.0,92.05,117.4,279.54,2.2,3.23,4.84,4.89,2232.49,4.57,Adani Power
2025-01-02 02:15:00,524.91,0.0,33.58,118.59,152.17,0.0,33.58,118.59,372.74,2.49,3.19,4.87,5.08,2578.17,4.91,Torrent Power
2025-01-02 02:30:00,518.54,0.0,57.03,125.0,182.03,0.0,57.03,125.0,336.51,2.4,3.17,4.93,5.18,2540.16,4.9,Torrent Power
2025-01-02 02:45:00,523.29,0.0,53.24,122.46,175.7,0.0,53.24,122.46,347.59,2.49,3.28,5.37,5.13,2615.37,5.0,CESC
2025-01-02 03:00:00,487.04,0.0,58.0,117.15,175.15,0.0,58.0,117.15,311.89,2.31,3.04,5.46,5.17,2428.43,4.99,CESC
2025-01-02 03:15:00,507.66,0.0,39.87,126.29,166.16,0.0,39.87,126.29,341.5,2.04,3.21,5.38,4.62,2385.15,4.7,Tata Power
2025-01-02 03:30:00,433.98,0.0,30.72,120.95,151.67,0.0,30.72,120.95,282.31,2.09,3.2,4.85,5.31,2183.98,5.03,Torrent Power
2025-01-02 03:45:00,500.15,0.0,39.31,126.49,165.8,0.0,39.31,126.49,-13.37,2.37,3.23,4.96,5.44,2573.23,5.14,Tata Power
2025-01-02 04:00:00,480.66,0.0,27.39,115.26,142.65,0.0,27.39,115.26,338.01,2.44,3.06,4.65,5.5,2478.83,5.16,Torrent Power
2025-01-02 04:15:00,578.16,0.0,21.78,120.09,141.87,0.0,21.78,120.09,436.29,2.07,3.08,5.14,5.32,3005.41,5.2,Torrent Power
2025-01-02 04:30:00,480.08,0.0,54.1,120.27,174.37,0.0,54.1,120.27,305.71,2.38,3.01,4.74,4.64,2151.42,4.48,Adani Power
2025-01-02 04:45:00,493.6,0.0,91.22,118.84,210.06,0.0,91.22,118.84,283.54,2.02,3.21,5.11,5.36,2419.86,4.9,Torrent Power
2025-01-02 05:00:00,507.34,0.0,53.08,118.21,171.29,0.0,53.08,118.21,336.05,2.18,3.28,5.23,4.79,2402.02,4.73,Torrent Power
2025-01-02 05:15:00,467.61,0.0,23.57,117.58,141.15,0.0,23.57,117.58,326.46,2.1,3.13,4.76,4.95,2249.43,4.81,State DISCOM
2025-01-02 05:30:00,533.36,0.0,45.23,122.31,167.54,0.0,45.23,122.31,365.82,2.03,3.14,4.52,4.85,2469.09,4.63,Torrent Power
2025-01-02 05:45:00,504.38,0.0,49.57,126.44,176.01,0.0,49.57,126.44,328.37,2.36,3.0,5.06,5.37,2551.84,5.06,CESC
2025-01-02 06:00:00,504.0,0.0,57.29,123.98,181.27,0.0,57.29,123.98,322.73,2.22,3.2,4.83,4.79,2328.03,4.62,State DISCOM
2025-01-02 06:15:00,481.4,15.86,60.0,118.34,194.2,15.86,60.0,118.34,287.2,2.21,3.1,4.85,4.6,2116.12,4.4,Adani Power
2025-01-02 06:30:00,509.8,32.01,27.9,121.92,181.83,32.01,27.9,121.92,327.97,2.48,3.06,4.64,5.28,2462.15,4.83,Torrent Power
2025-01-02 06:45:00,477.91,46.24,35.3,123.4,204.94,46.24,35.3,123.4,272.97,2.17,3.16,5.01,5.13,2230.46,4.67,Torrent Power
2025-01-02 07:00:00,524.9,62.0,46.36,121.12,229.48,62.0,46.36,121.12,295.42,2.15,3.2,5.14,5.34,2481.75,4.73,Torrent Power
2025-01-02 07:15:00,552.1,78.8,5.95,122.21,206.96,78.8,5.95,122.21,345.14,2.19,3.25,5.08,5.05,2555.69,4.63,Tata Power
2025-01-02 07:30:00,489.84,90.84,27.95,122.13,240.92,90.84,27.95,122.13,248.92,2.08,3.1,5.32,5.03,2177.39,4.45,Tata Power
2025-01-02 07:45:00,459.8,108.48,80.85,123.5,312.83,108.48,80.85,123.5,146.97,2.15,3.08,4.89,5.2,1850.41,4.02,CESC
2025-01-02 08:00:00,495.07,121.28,36.87,120.31,278.46,121.28,36.87,120.31,216.61,2.37,3.21,4.74,5.09,2078.6,4.2,State DISCOM
2025-01-02 08:15:00,486.52,144.07,57.95,123.82,325.84,144.07,57.95,123.82,160.68,2.4,3.25,5.0,5.02,19598.2,4.03,CESC
2025-01-02 08:30:00,490.8,154.09,42.73,125.7,322.52,154.09,42.73,125.7,168.28,2.22,3.02,4.61,4.89,1873.49,3.82,CESC
2025-01-02 08:45:00,492.65,172.34,111.51,118.47,402.32,172.34,111.51,118.47,90.33,2.29,3.19,5.19,4.67,1787.08,3.63,Tata Power
2025-01-02 09:00:00,444.23,172.29,71.53,118.73,362.55,172.29,71.53,118.73,81.68,2.45,3.29,4.94,5.36,1681.78,3.79,Torrent Power
2025-01-02 09:15:00,494.41,181.29,33.11,119.58,333.98,181.29,33.11,119.58,160.43,2.1,3.24,5.37,5.16,1957.95,3.96,Tata Power
2025-01-02 09:30:00,471.69,197.66,62.03,117.49,377.18,197.66,62.03,117.49,94.51,2.29,3.02,4.51,5.26,1666.97,3.53,Tata Power
2025-01-02 09:45:00,498.65,201.26,46.83,126.73,374.82,201.26,46.83,126.73,123.83,2.07,3.01,5.04,4.99,1814.2,3.64,Torrent Power
2025-01-02 10:00:00,498.87,229.63,34.14,120.98,384.75,229.63,34.14,120.98,114.12,2.17,3.14,5.38,4.64,1785.89,3.58,CESC
2025-01-02 10:15:00,470.02,221.98,44.92,118.76,385.66,221.98,44.92,118.76,84.36,2.02,3.17,4.85,5.32,1615.58,3.44,State DISCOM
2025-01-02 10:30:00,522.96,228.5,35.62,122.29,386.41,228.5,35.62,122.29,136.55,2.07,3.01,5.04,4.94,1871.11,3.58,Tata Power
2025-01-02 10:45:00,459.0,251.98,26.81,124.41,403.2,251.98,26.81,124.41,974.04,2.1,3.24,5.34,4.71,1543.19,3.36,State DISCOM
2025-01-02 11:00:00,527.15,256.38,42.49,119.0,417.87,256.38,42.49,119.0,109.28,2.06,3.2,4.78,4.86,1764.03,3.35,CESC
2025-01-02 11:15:00,522.0,244.11,40.33,117.17,401.61,244.11,40.33,117.17,120.39,2.11,3.11,5.45,4.72,1847.32,3.54,State DISCOM
2025-01-02 11:30:00,460.66,260.67,34.63,126.57,421.87,260.67,34.63,126.57,38.79,2.17,3.28,4.5,5.33,1455.56,3.16,Torrent Power
2025-01-02 11:45:00,511.62,262.38,50.38,127.09,439.85,262.38,50.38,127.09,71.77,2.16,3.26,4.98,4.77,1706.23,3.33,CESC
2025-01-02 12:00:00,490.09,263.07,23.1,118.4,404.57,263.07,23.1,118.4,85.52,2.12,3.09,5.0,5.2,1665.79,3.4,Adani Power
2025-01-02 12:15:00,524.27,257.19,85.53,120.87,463.59,257.19,85.53,120.87,60.68,2.17,3.2,4.71,5.21,1717.24,3.28,Adani Power
2025-01-02 12:30:00,468.04,276.31,28.8,115.37,420.48,276.31,28.8,115.37,47.56,2.0,3.22,4.51,5.13,1409.66,3.01,State DISCOM
2025-01-02 12:45:00,464.67,260.38,50.04,124.89,435.31,260.38,50.04,124.89,29.36,2.31,3.28,5.24,4.95,15653.599999999999,3.37,CESC
2025-01-02 13:00:00,509.13,265.07,39.16,115.5,419.73,265.07,39.16,115.5,89.4,2.21,3.24,5.21,4.93,1755.18,3.45,
2025-01-02 13:15:00,489.59,274.39,8.05,124.34,406.78,274.39,8.05,124.34,82.81,2.26,3.2,5.16,4.67,1674.2,3.42,Torrent Power
2025-01-02 13:30:00,502.15,255.42,28.83,118.4,402.65,255.42,28.83,118.4,99.5,2.24,3.28,5.29,5.31,1821.38,3.63,State DISCOM
2025-01-02 13:45:00,512.02,243.54,46.77,126.36,416.67,243.54,46.77,126.36,95.35,2.29,3.16,5.14,5.13,1844.14,3.6,CESC
2025-01-02 14:00:00,451.77,261.04,36.44,118.06,415.54,261.04,36.44,118.06,36.23,2.4,3.12,5.2,5.08,1538.15,3.4,CESC
2025-01-02 14:15:00,521.01,244.41,64.8,127.14,436.35,244.41,64.8,127.14,84.66,2.38,3.07,5.36,4.71,1860.85,3.57,State DISCOM
2025-01-02 14:30:00,518.1,237.4,53.43,116.71,407.54,237.4,53.43,116.71,110.56,2.28,3.06,4.58,5.01,1793.21,3.46,CESC
2025-01-02 14:45:00,457.89,230.76,25.18,125.91,381.85,230.76,25.18,125.91,76.04,2.16,3.22,5.34,5.41,1663.26,3.63,CESC
2025-01-02 15:00:00,507.16,213.29,76.45,117.0,406.74,213.29,76.45,117.0,100.42,2.47,3.17,4.8,4.65,1797.73,3.54,CESC
2025-01-02 15:15:00,522.11,215.9,30.55,125.04,371.49,215.9,30.55,125.04,150.62,2.02,3.25,5.08,5.17,1949.31,3.73,CESC
2025-01-02 15:30:00,487.64,195.07,16.88,118.59,330.54,195.07,16.88,118.59,157.1,2.09,3.21,4.63,5.4,1859.29,3.81,CESC
2025-01-02 15:45:00,522.48,185.67,43.43,120.42,349.52,185.67,43.43,120.42,172.96,2.47,3.11,4.87,5.39,2112.37,4.04,Adani Power
2025-01-02 16:00:00,459.1,180.3,40.99,121.37,342.66,180.3,40.99,121.37,116.44,2.27,3.22,4.57,5.13,1693.27,3.69,CESC
2025-01-02 16:15:00,543.17,169.75,43.68,125.95,339.38,169.75,43.68,125.95,203.79,2.27,3.2,4.93,4.62,2087.55,3.84,CESC
2025-01-02 16:30:00,511.85,156.05,18.14,117.08,291.27,156.05,18.14,117.08,220.58,2.29,3.25,4.8,4.74,2023.84,3.95,CESC
2025-01-02 16:45:00,487.18,132.66,33.66,126.5,292.82,132.66,33.66,126.5,-44.01,2.09,3.21,5.43,5.23,2088.71,4.29,State DISCOM
2025-01-02 17:00:00,523.04,127.98,74.3,117.63,319.91,127.98,74.3,117.63,203.13,2.04,3.01,4.8,5.45,2156.4,4.12,Tata Power
2025-01-02 17:15:00,532.15,111.96,61.5,122.96,296.42,111.96,61.5,122.96,235.73,2.09,3.18,4.6,5.24,2230.41,4.19,
2025-01-02 17:30:00,518.32,96.16,24.55,123.64,244.35,96.16,24.55,123.64,273.97,2.16,3.26,4.56,4.97,2213.17,4.27,State DISCOM
2025-01-02 17:45:00,544.17,83.71,33.19,125.01,241.91,83.71,33.19,125.01,302.26,2.44,3.19,4.81,5.04,2434.82,4.47,Adani Power
2025-01-02 18:00:00,493.94,63.15,58.05,126.88,248.08,63.15,58.05,126.88,245.86,2.88,3.49,5.87,5.56,2496.23,5.05,Tata Power
2025-01-02 18:15:00,466.98,49.28,66.78,115.76,231.82,49.28,66.78,115.76,235.16,2.55,3.46,5.6,,2406.53,5.15,State DISCOM
2025-01-02 18:30:00,447.43,32.58,24.0,124.49,181.07,32.58,24.0,124.49,266.36,2.8,3.36,5.49,5.28,2261.69,5.05,State DISCOM
